eval,value,best_value,eval_time
1,0.03949240101059315,0.03949240101059315,10.937787647820347
2,inf,0.03949240101059315,10.937787647820347
3,0.06944488682178757,0.03949240101059315,10.937787647820347
4,0.09583337505209139,0.03949240101059315,10.937787647820347
5,inf,0.03949240101059315,10.937787647820347
6,0.051685048279849904,0.03949240101059315,10.937787647820347
7,inf,0.03949240101059315,10.937787647820347
8,inf,0.03949240101059315,10.937787647820347
9,0.0646512577762559,0.03949240101059315,10.937787647820347
10,0.05000585516760319,0.03949240101059315,10.937787647820347
11,inf,0.03949240101059315,10.937787647820347
12,0.03949240101059315,0.03949240101059315,10.937787647820347
13,0.053860123064762254,0.03949240101059315,10.937787647820347
14,0.06056612713453544,0.03949240101059315,10.937787647820347
15,0.04828663921165596,0.03949240101059315,10.937787647820347
16,inf,0.03949240101059315,10.937787647820347
17,inf,0.03949240101059315,10.937787647820347
18,0.04141135722422158,0.03949240101059315,10.937787647820347
19,0.04936082231858289,0.03949240101059315,10.937787647820347
20,inf,0.03949240101059315,10.937787647820347
21,0.04165113045759279,0.03949240101059315,10.937787647820347
22,inf,0.03949240101059315,10.937787647820347
23,0.04094798809242076,0.03949240101059315,10.937787647820347
24,0.04828663921165596,0.03949240101059315,10.937787647820347
25,0.07373336705378526,0.03949240101059315,10.937787647820347
26,0.051685684547319255,0.03949240101059315,10.937787647820347
27,0.053602025519652756,0.03949240101059315,10.937787647820347
28,0.05218663614296522,0.03949240101059315,10.937787647820347
29,0.053856308370575555,0.03949240101059315,10.937787647820347
30,inf,0.03949240101059315,10.937787647820347
31,0.04820721836555307,0.03949240101059315,10.937787647820347
32,0.06400845874611501,0.03949240101059315,10.937787647820347
33,0.06056612713453544,0.03949240101059315,10.937787647820347
34,inf,0.03949240101059315,10.937787647820347
35,inf,0.03949240101059315,10.937787647820347
36,inf,0.03949240101059315,10.937787647820347
37,0.057972256293977675,0.03949240101059315,10.937787647820347
38,0.04223192647497384,0.03949240101059315,10.937787647820347
39,0.04820186193102109,0.03949240101059315,10.937787647820347
40,0.0486047166956861,0.03949240101059315,10.937787647820347
41,0.043134426449280505,0.03949240101059315,10.937787647820347
42,0.04313898264262388,0.03949240101059315,10.937787647820347
43,inf,0.03949240101059315,10.937787647820347
44,0.042539526183093423,0.03949240101059315,10.937787647820347
45,0.06644834073627176,0.03949240101059315,10.937787647820347
46,0.05719923087411461,0.03949240101059315,10.937787647820347
47,inf,0.03949240101059315,10.937787647820347
48,0.04918262980373921,0.03949240101059315,10.937787647820347
49,inf,0.03949240101059315,10.937787647820347
50,0.05713336370305345,0.03949240101059315,10.937787647820347
51,0.08318284790445535,0.03949240101059315,10.937787647820347
52,inf,0.03949240101059315,10.937787647820347
53,0.05281803764262104,0.03949240101059315,10.937787647820347
54,0.048570149841710104,0.03949240101059315,10.937787647820347
55,0.04918243823193891,0.03949240101059315,10.937787647820347
56,0.050472783104817766,0.03949240101059315,10.937787647820347
57,inf,0.03949240101059315,10.937787647820347
58,0.053639706010853674,0.03949240101059315,10.937787647820347
59,inf,0.03949240101059315,10.937787647820347
60,0.05281803764262104,0.03949240101059315,10.937787647820347
61,0.05340586967796105,0.03949240101059315,10.937787647820347
62,0.04936082231858289,0.03949240101059315,10.937787647820347
63,inf,0.03949240101059315,10.937787647820347
64,0.04936082231858289,0.03949240101059315,10.937787647820347
65,0.053856308370575555,0.03949240101059315,10.937787647820347
66,0.07153503342278399,0.03949240101059315,10.937787647820347
67,0.048706042425443,0.03949240101059315,10.937787647820347
68,0.07126838179846273,0.03949240101059315,10.937787647820347
69,0.08064391806485341,0.03949240101059315,10.937787647820347
70,0.0711316920358602,0.03949240101059315,10.937787647820347
71,inf,0.03949240101059315,10.937787647820347
72,inf,0.03949240101059315,10.937787647820347
73,0.05947380349200935,0.03949240101059315,10.937787647820347
74,0.06379731263824401,0.03949240101059315,10.937787647820347
75,0.0711264997530407,0.03949240101059315,10.937787647820347
76,0.06149212297052544,0.03949240101059315,10.937787647820347
77,0.04918243823193891,0.03949240101059315,10.937787647820347
78,0.07126838179846273,0.03949240101059315,10.937787647820347
79,0.05004702536885692,0.03949240101059315,10.937787647820347
80,0.06379731263824401,0.03949240101059315,10.937787647820347
81,0.05006745656676521,0.03949240101059315,10.937787647820347
82,0.04082281540477709,0.03949240101059315,10.937787647820347
83,0.05006745656676521,0.03949240101059315,10.937787647820347
84,0.048566582337887576,0.03949240101059315,10.937787647820347
85,0.05888386650366553,0.03949240101059315,10.937787647820347
86,0.04163564202390292,0.03949240101059315,10.937787647820347
87,0.049627853524634134,0.03949240101059315,10.937787647820347
88,0.05237717624448642,0.03949240101059315,10.937787647820347
89,0.05006745656676521,0.03949240101059315,10.937787647820347
90,0.044517058531821495,0.03949240101059315,10.937787647820347
91,inf,0.03949240101059315,10.937787647820347
92,inf,0.03949240101059315,10.937787647820347
93,inf,0.03949240101059315,10.937787647820347
94,0.05941883004157633,0.03949240101059315,10.937787647820347
95,0.04443504058391326,0.03949240101059315,10.937787647820347
96,0.04459823166088753,0.03949240101059315,10.937787647820347
97,0.03993332365664385,0.03949240101059315,10.937787647820347
98,0.04962661402329697,0.03949240101059315,10.937787647820347
99,inf,0.03949240101059315,10.937787647820347
100,inf,0.03949240101059315,10.937787647820347
101,0.04443504058391326,0.03949240101059315,10.937787647820347
102,0.043134426449280505,0.03949240101059315,10.937787647820347
103,0.06453843458612941,0.03949240101059315,10.937787647820347
104,0.06506715577528888,0.03949240101059315,10.937787647820347
105,0.04355877820679098,0.03949240101059315,10.937787647820347
106,0.043134426449280505,0.03949240101059315,10.937787647820347
107,0.04443504058391326,0.03949240101059315,10.937787647820347
108,0.04223192647497384,0.03949240101059315,10.937787647820347
109,0.06024744886154284,0.03949240101059315,10.937787647820347
110,0.05656167333003854,0.03949240101059315,10.937787647820347
111,0.040825607276165264,0.03949240101059315,10.937787647820347
112,0.03949240101059315,0.03949240101059315,10.937787647820347
113,0.04801876921698838,0.03949240101059315,10.937787647820347
114,0.05006745656676521,0.03949240101059315,10.937787647820347
115,0.05006745656676521,0.03949240101059315,10.937787647820347
116,0.04082281540477709,0.03949240101059315,10.937787647820347
117,0.04162585760096885,0.03949240101059315,10.937787647820347
118,inf,0.03949240101059315,10.937787647820347
119,0.05657411421256188,0.03949240101059315,10.937787647820347
120,0.04008918834360478,0.03949240101059315,10.937787647820347
121,0.04162603663321933,0.03949240101059315,10.937787647820347
122,0.05237717624448642,0.03949240101059315,10.937787647820347
123,0.04162585760096885,0.03949240101059315,10.937787647820347
124,0.05712689238005023,0.03949240101059315,10.937787647820347
125,inf,0.03949240101059315,10.937787647820347
126,0.04443504058391326,0.03949240101059315,10.937787647820347
127,0.05237717624448642,0.03949240101059315,10.937787647820347
128,0.04651072715217943,0.03949240101059315,10.937787647820347
129,0.044440765531042384,0.03949240101059315,10.937787647820347
130,inf,0.03949240101059315,10.937787647820347
131,0.0486047166956861,0.03949240101059315,10.937787647820347
132,0.05597033324046351,0.03949240101059315,10.937787647820347
133,0.04840474269712394,0.03949240101059315,10.937787647820347
134,0.05597033324046351,0.03949240101059315,10.937787647820347
135,0.051615893437927274,0.03949240101059315,10.937787647820347
136,0.052069816808706,0.03949240101059315,10.937787647820347
137,0.0486047166956861,0.03949240101059315,10.937787647820347
138,0.0486047166956861,0.03949240101059315,10.937787647820347
139,0.05459781343385308,0.03949240101059315,10.937787647820347
140,0.05719923087411461,0.03949240101059315,10.937787647820347
141,0.0520771691540689,0.03949240101059315,10.937787647820347
142,0.05161775985520688,0.03949240101059315,10.937787647820347
143,0.060405778316285505,0.03949240101059315,10.937787647820347
144,0.06644383800448538,0.03949240101059315,10.937787647820347
145,0.05237717624448642,0.03949240101059315,10.937787647820347
146,0.05719923087411461,0.03949240101059315,10.937787647820347
147,0.048566582337887576,0.03949240101059315,10.937787647820347
148,0.05719923087411461,0.03949240101059315,10.937787647820347
149,0.0486047166956861,0.03949240101059315,10.937787647820347
150,0.05459716959876642,0.03949240101059315,10.937787647820347
151,0.05720073690093375,0.03949240101059315,10.937787647820347
152,0.0572006770226134,0.03949240101059315,10.937787647820347
153,inf,0.03949240101059315,10.937787647820347
154,0.04840474269712394,0.03949240101059315,10.937787647820347
155,0.048566582337887576,0.03949240101059315,10.937787647820347
156,0.05656167333003854,0.03949240101059315,10.937787647820347
