net,objective,cost_aware,approach,prefill_batch,verifier_batch,draft_batch,dist_serve,baseline_e2e,spec_e2e,ttft_s,tpot_s,tps,speedup,baseline_energy,spec_energy,energy_overhead,group_size,acceptance_rate,overlapped,min_e2e_speedup,verifier_blocks,draft_blocks,output_tokens
Chatbot_LLaMA-70B,energy,False,sd_homo,1,1,1,False,34.840317117117124,10.952846171267794,0.9919932759013839,0.050054537162645275,19.978208903433444,3.180937317326018,0.9426581482998978,0.9698058473169164,0.028799092296587087,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,False,sd_homo,1,1,1,False,25.011815015015017,8.60326660560174,0.7557079092992607,0.07926826965962101,12.615388279497118,2.907246300925904,0.9342652945691444,0.961310098987425,0.028947671047497143,8,0.7,False,2.0,80,32,100
Chatbot_LLaMA-70B,energy,True,sd_homo,1,1,1,False,129.96248168168168,39.702025704468944,2.531729551945768,0.186785407801624,5.353737274070429,3.2734471195270225,97.81890892859059,100.18258005815062,0.02416374457095561,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,True,sd_homo,1,1,1,False,64.82337137137137,18.648178417284722,4.083997820208882,0.14711293532399838,6.7974987909637,3.476123507660541,170.9516409127175,173.1053584436578,0.012598402211534888,8,0.7,False,2.0,80,32,100
