net,objective,cost_aware,approach,prefill_batch,verifier_batch,draft_batch,dist_serve,baseline_e2e,spec_e2e,ttft_s,tpot_s,tps,speedup,baseline_energy,spec_energy,energy_overhead,group_size,acceptance_rate,overlapped,min_e2e_speedup,verifier_blocks,draft_blocks,output_tokens
Chatbot_LLaMA-70B,energy,False,sd_homo,1,1,1,False,35.77331811811813,10.064812333340061,0.40707468829332694,0.048531344949983596,20.605239789472144,3.554295592737253,1.032737118819261,1.0594926639381954,0.025907411122710892,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,False,sd_homo,1,1,1,False,19.330976576576575,5.755972672457957,0.6826427537516065,0.0512457567546096,19.513810768538395,3.3584204923477725,1.0186772530744719,1.045226889622103,0.0260628540271236,8,0.7,False,2.0,80,32,100
Chatbot_LLaMA-70B,energy,True,sd_homo,1,1,1,False,183.66656816816817,43.56736941557603,2.4963784807115137,0.2063868891199222,4.8452690200633075,4.21569102362431,314.3851884922402,316.62212507313075,0.007115273437717126,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,True,sd_homo,,,,,,,,,,0.0,,,,8,0.7,False,2.0,80,32,100
