net,objective,cost_aware,approach,prefill_batch,verifier_batch,draft_batch,dist_serve,baseline_e2e,spec_e2e,ttft_s,tpot_s,tps,speedup,baseline_energy,spec_energy,energy_overhead,group_size,acceptance_rate,overlapped,min_e2e_speedup,verifier_blocks,draft_blocks,output_tokens
Chatbot_LLaMA-70B,energy,False,sd_hetero,1,1,1,False,37.09895575575576,10.687869839389895,0.6578264523000527,0.05040222807582835,19.8403927400895,3.471127204321709,1.0390878819926401,1.0658798535621008,0.025784124744176778,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,False,sd_hetero,,,,,,,,,,0.0,,,,8,0.7,False,2.0,80,32,100
Chatbot_LLaMA-70B,energy,True,sd_hetero,1,1,1,False,139.63815255255255,41.23204234968559,2.4846349144511306,0.19471059012680636,5.135827482977399,3.386641664953018,87.4940488172363,89.745119383069,0.025728270622552684,8,0.7,False,2.0,80,32,200
Summarization_LLaMA-70B,energy,True,sd_hetero,1,1,1,False,82.62892812812812,38.97351054838622,9.859228006384766,0.29408366204041875,3.4003929122133973,2.1201304928777973,282.3207378108705,284.7053712944251,0.008446540279134825,8,0.7,False,2.0,80,32,100
