network,arch_target,glb_scale,pe_x_scale,pe_y_scale,energy
llama3.1_8b_prefill_s1024_b1_seq1024,gemmini_like,1,3,3,0.4605112424480787
llama3.1_8b_prefill_s1024_b8_seq1024,gemmini_like,1,3,3,3.36934593887531
llama3.1_8b_decode_kv1024_b1_seq1,gemmini_like,1,3,3,0.05566700985200893
llama3.1_8b_decode_kv1024_b8_seq1,gemmini_like,1,3,3,0.0668891011731218
llama3.1_70b_prefill_s1024_b1_seq1024,gemmini_like,1,3,3,1.7379091177226687
llama3.1_70b_prefill_s1024_b8_seq1024,gemmini_like,1,3,3,13.147288825292367
llama3.1_70b_decode_kv1024_b1_seq1,gemmini_like,1,3,3,0.21549481163195863
llama3.1_70b_decode_kv1024_b8_seq1,gemmini_like,1,3,3,0.24644717583280157
qwen3_30b_a3b_prefill_s1024_b1_seq1024,gemmini_like,1,3,3,0.08073039852912964
qwen3_30b_a3b_prefill_s1024_b8_seq1024,gemmini_like,1,3,3,0.7055026579942871
qwen3_30b_a3b_decode_kv1024_b1_seq1,gemmini_like,1,3,3,0.015973883666866077
qwen3_30b_a3b_decode_kv1024_b8_seq1,gemmini_like,1,3,3,0.1049119072368408
qwen3_235b_a22b_prefill_s1024_b1_seq1024,gemmini_like,1,3,3,0.2598747683126542
qwen3_235b_a22b_prefill_s1024_b8_seq1024,gemmini_like,1,3,3,2.0843383525492363
qwen3_235b_a22b_decode_kv1024_b1_seq1,gemmini_like,1,3,3,0.05901749981760122
qwen3_235b_a22b_decode_kv1024_b8_seq1,gemmini_like,1,3,3,0.3867094412670604
mobilenet_v3_small_b1_seq1,gemmini_like,1,3,3,8.40270899372983e-05
mobilenet_v3_small_b8_seq1,gemmini_like,1,3,3,0.0006860908320288068
replknet31b_b1_seq1,gemmini_like,1,3,3,0.005496230380649743
replknet31b_b8_seq1,gemmini_like,1,3,3,0.0350612694148528
