network,arch_target,glb_scale,pe_x_scale,pe_y_scale,edp
llama3.1_8b_prefill_s1024_b1_seq1024,eyeriss_like,4,2,2,0.15202341898631222
llama3.1_8b_prefill_s1024_b8_seq1024,eyeriss_like,4,2,2,9.283364122164347
llama3.1_8b_decode_kv1024_b1_seq1,eyeriss_like,4,2,2,0.006304556524835597
llama3.1_8b_decode_kv1024_b8_seq1,eyeriss_like,4,2,2,0.021138396629093864
llama3.1_70b_prefill_s1024_b1_seq1024,eyeriss_like,4,2,2,2.586849882966436
llama3.1_70b_prefill_s1024_b8_seq1024,eyeriss_like,4,2,2,156.47836424172687
llama3.1_70b_decode_kv1024_b1_seq1,eyeriss_like,4,2,2,0.09919129388833219
llama3.1_70b_decode_kv1024_b8_seq1,eyeriss_like,4,2,2,0.19401630428477581
qwen3_30b_a3b_prefill_s1024_b1_seq1024,eyeriss_like,4,2,2,0.2954018683238417
qwen3_30b_a3b_prefill_s1024_b8_seq1024,eyeriss_like,4,2,2,5.315526397667989
qwen3_30b_a3b_decode_kv1024_b1_seq1,eyeriss_like,4,2,2,0.1644233262110576
qwen3_30b_a3b_decode_kv1024_b8_seq1,eyeriss_like,4,2,2,0.9757966985844023
qwen3_235b_a22b_prefill_s1024_b1_seq1024,eyeriss_like,4,2,2,4.110872402614283
qwen3_235b_a22b_prefill_s1024_b8_seq1024,eyeriss_like,4,2,2,80.81617933242148
qwen3_235b_a22b_decode_kv1024_b1_seq1,eyeriss_like,4,2,2,2.7540285389697248
qwen3_235b_a22b_decode_kv1024_b8_seq1,eyeriss_like,4,2,2,13.214179271484085
mobilenet_v3_small_b1_seq1,eyeriss_like,4,2,2,2.9114265617520807e-08
mobilenet_v3_small_b8_seq1,eyeriss_like,4,2,2,4.3974365090968445e-06
replknet31b_b1_seq1,eyeriss_like,4,2,2,6.024636185011823e-05
replknet31b_b8_seq1,eyeriss_like,4,2,2,0.0034142181636537977
