net,layer_name,batch_size,sequence_length,mapper_idx,fused_layer_type,tp_degree,arch_target,glb_scale,pe_x_scale,pe_y_scale,dram_i,dram_o,latency,static_power,dynamic_energy,area,utilization,i_access,w_access,o_access
vit_l16_s197,layer0_q_proj,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.0002149154588995485,0.270537430088915,0.007812817198692206,,1.0,,,
vit_l16_s197,layer0_q_proj,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.0002149154588995485,0.270537430088915,0.007812817198692206,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.000652122335598194,0.249816182322065,0.009211453270165232,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.000652122335598194,0.249816182322065,0.009211453270165232,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.000652122335598194,0.249816182322065,0.009211453270165232,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.000652122335598194,0.249816182322065,0.009211453270165232,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.00013227395889954874,0.0889092518053665,0.00040325055778469096,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.000525254335598195,0.267421117610862,0.011777578568980276,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.000525254335598195,0.267421117610862,0.011777578568980276,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.000525254335598195,0.267421117610862,0.011777578568980276,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.000525254335598195,0.267421117610862,0.011777578568980276,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.000741067835598195,0.270398024854288,0.024606407846148447,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.000741067835598195,0.270398024854288,0.024606407846148447,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.000741067835598195,0.270398024854288,0.024606407846148447,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.000741067835598195,0.270398024854288,0.024606407846148447,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.0007046228355981941,0.269658374603951,0.02562726067065061,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.0007046228355981941,0.269658374603951,0.02562726067065061,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.0007046228355981941,0.269658374603951,0.02562726067065061,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.0007046228355981941,0.269658374603951,0.02562726067065061,,1.0,,,
vit_l16_s197,layer0_q_proj,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000168808271900069,0.271232307003244,0.005947366195988305,,1.0,,,
vit_l16_s197,layer0_q_proj,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000168808271900069,0.271232307003244,0.005947366195988305,,1.0,,,
vit_l16_s197,layer0_q_proj,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000168808271900069,0.271232307003244,0.005947366195988305,,1.0,,,
vit_l16_s197,layer0_q_proj,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000168808271900069,0.271232307003244,0.005947366195988305,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000665087587600276,0.254153078737101,0.00997435021739063,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000665087587600276,0.254153078737101,0.00997435021739063,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000665087587600276,0.254153078737101,0.00997435021739063,,1.0,,,
vit_l16_s197,layer0_attn_qk,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000665087587600276,0.254153078737101,0.00997435021739063,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_max,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sub_exp,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_sum,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_softmax_div,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000135515271900069,0.0891364673191275,0.00042663781323817076,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000538219587600276,0.267729956454817,0.012134224583763759,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000538219587600276,0.267729956454817,0.012134224583763759,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000538219587600276,0.267729956454817,0.012134224583763759,,1.0,,,
vit_l16_s197,layer0_attn_v,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000538219587600276,0.267729956454817,0.012134224583763759,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000595645087600276,0.269119227123378,0.01976820933948031,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000595645087600276,0.269119227123378,0.01976820933948031,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000595645087600276,0.269119227123378,0.01976820933948031,,1.0,,,
vit_l16_s197,layer0_gate_proj,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000595645087600276,0.269119227123378,0.01976820933948031,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000585992087600276,0.269839777408932,0.020680398766255853,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000585992087600276,0.269839777408932,0.020680398766255853,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000585992087600276,0.269839777408932,0.020680398766255853,,1.0,,,
vit_l16_s197,layer0_down_proj,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000585992087600276,0.269839777408932,0.020680398766255853,,1.0,,,
vit_b16_s197,layer0_softmax,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.0004999110111168,0.09484788753707,0.0017313023364056,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.0004999110111168,0.09484788753707,0.0017313023364056,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.0004999110111168,0.09484788753707,0.0017313023364056,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.0004999110111168,0.09484788753707,0.0017313023364056,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.000509043767244,0.0951393642133244,0.001811769657904,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.000509043767244,0.0951393642133244,0.001811769657904,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.000509043767244,0.0951393642133244,0.001811769657904,,1.0,0.0,0.0,0.0
vit_b16_s197,layer0_softmax,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.000509043767244,0.0951393642133244,0.001811769657904,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.0007248458788852,0.0900666916262301,0.0021288992326632,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.0007248458788852,0.0900666916262301,0.0021288992326632,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.0007248458788852,0.0900666916262301,0.0021288992326632,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.0007248458788852,0.0900666916262301,0.0021288992326632,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.0007454831592964,0.090266593596651,0.0022708682140472,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.0007454831592964,0.090266593596651,0.0022708682140472,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.0007454831592964,0.090266593596651,0.0022708682140472,,1.0,0.0,0.0,0.0
vit_h14_s257,layer0_softmax,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.0007454831592964,0.090266593596651,0.0022708682140472,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,single,1,PIM,1,1,1,GDDR7,GDDR7,0.000529095835598,0.0889092518053665,0.0016130022311384,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,start,1,PIM,1,1,1,GDDR7,GDDR7,0.000529095835598,0.0889092518053665,0.0016130022311384,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,middle,1,PIM,1,1,1,GDDR7,GDDR7,0.000529095835598,0.0889092518053665,0.0016130022311384,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,end,1,PIM,1,1,1,GDDR7,GDDR7,0.000529095835598,0.0889092518053665,0.0016130022311384,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,single,2,PIM,1,1,1,GDDR7,GDDR7,0.0005420610876,0.0891364673191275,0.0017065512529524,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,start,2,PIM,1,1,1,GDDR7,GDDR7,0.0005420610876,0.0891364673191275,0.0017065512529524,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,middle,2,PIM,1,1,1,GDDR7,GDDR7,0.0005420610876,0.0891364673191275,0.0017065512529524,,1.0,0.0,0.0,0.0
vit_l16_s197,layer0_softmax,1,1,0,end,2,PIM,1,1,1,GDDR7,GDDR7,0.0005420610876,0.0891364673191275,0.0017065512529524,,1.0,0.0,0.0,0.0
