metric,objective,cost_aware,config,mem,batch,tp,fusion,network,category,value
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b8_seq1,cnn,9.79281378929837e-09
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,replknet31b_b1_seq1,cnn,5.625063414094399e-07
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00028442847596012774
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017390224325790318
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.335772895265393e-08
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.9112874428369967e-06
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.00452111374948478
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2749414281477107
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.789850319771225e-07
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.791778313419866e-05
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.567675835588229e-06
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00033760855968065467
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.2938636669635308e-07
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.4718674516556203e-06
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,7.496875403061314e-05
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004354758153354638
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.4922859339792506e-07
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0521824217218377e-05
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b1_seq1,cnn,1.9206883738859168e-10
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b8_seq1,cnn,9.79281378929837e-09
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,replknet31b_b1_seq1,cnn,5.625063414094399e-07
EDP,edp,False,w/o Tp+Fusion,1,1,0,0,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002943022887403198
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017519738536599865
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.409238912282194e-08
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.8711636712784492e-06
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004622874674237671
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.27546860965661735
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8319208445344784e-07
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.7869082450749286e-05
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.3108750722570895e-05
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00036088503091887334
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.999139693155416e-07
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.705935273873705e-06
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00016516534046862342
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.23083927656347e-07
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.964399807699977e-05
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b1_seq1,cnn,1.5622479523445932e-10
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b8_seq1,cnn,7.612227318585301e-09
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b1_seq1,cnn,5.693725250467343e-07
EDP,edp,False,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b8_seq1,cnn,2.0043403568866016e-05
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002860700267621309
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.008710153365495328
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.002139548570519e-08
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.5441798949604162e-06
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004162281488146921
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.24871355889503774
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0745553389342735e-07
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0374083640924374e-05
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.3108750722570895e-05
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00030382931351442046
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.999139693155416e-07
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.705935273873705e-06
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.0001442754997026864
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.264114953905767e-07
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.964399807699977e-05
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b1_seq1,cnn,2.1839753217255589e-10
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b8_seq1,cnn,1.1218051428465116e-08
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b1_seq1,cnn,5.730923410807152e-07
EDP,edp,False,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b8_seq1,cnn,2.0071627669053036e-05
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00029134866470639694
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017769265566303316
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.335772895265393e-08
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.9112874428369967e-06
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004619368307566098
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2794170210148985
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.789850319771225e-07
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.791778313419866e-05
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.2927591780277681e-05
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00036088503091887334
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.939079648627103e-07
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.699968226132862e-06
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00016338747960844026
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.205979358588207e-07
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.959637106023976e-05
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,mobilenet_v3_small_b1_seq1,cnn,2.1839753217255589e-10
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,mobilenet_v3_small_b8_seq1,cnn,1.1218051428465116e-08
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,replknet31b_b1_seq1,cnn,5.730923410807152e-07
EDP,edp,False,w/o Mem+Tp+Fusion,0,1,0,0,replknet31b_b8_seq1,cnn,2.0071627669053036e-05
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002872820444359229
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017390224325790318
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.409238912282194e-08
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.92747529337571e-06
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004540811233571084
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2749414281477107
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8319208445344784e-07
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.8021801482635233e-05
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.660073184576053e-06
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00033760855968065467
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.3121579124544085e-07
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.473690149184112e-06
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,7.589708025263015e-05
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004354758153354638
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.517145851954513e-07
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0540480342581306e-05
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,mobilenet_v3_small_b1_seq1,cnn,1.9206883738859168e-10
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,mobilenet_v3_small_b8_seq1,cnn,9.79281378929837e-09
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,replknet31b_b1_seq1,cnn,5.625063414094399e-07
EDP,edp,False,w/o Batch+Tp+Fusion,1,0,0,0,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002943022887403198
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017769265566303316
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.409238912282194e-08
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.92747529337571e-06
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004640759039559177
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2794170210148985
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8319208445344784e-07
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.8021801482635233e-05
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.3108750722570895e-05
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00036088503091887334
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.999139693155416e-07
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.705935273873705e-06
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00016516534046862342
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.23083927656347e-07
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.964399807699977e-05
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,mobilenet_v3_small_b1_seq1,cnn,2.1839753217255589e-10
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,mobilenet_v3_small_b8_seq1,cnn,1.1218051428465116e-08
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,replknet31b_b1_seq1,cnn,5.730923410807152e-07
EDP,edp,False,w/o Mem+Batch+Tp+Fusion,0,0,0,0,replknet31b_b8_seq1,cnn,2.0071627669053036e-05
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.038775627882769996
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.008792922293753
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.343020711743431e-06
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.00040748084553943686
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.7719821739556976
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,38.22826785105346
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002696081120437637
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0011215475571909387
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10233462378342638
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.325942522354318e-05
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009132598821098237
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.013822713437360612
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.0836057173259597
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.445093864193522e-05
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.010912334520725977
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,mobilenet_v3_small_b1_seq1,cnn,1.628963066319379e-08
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,mobilenet_v3_small_b8_seq1,cnn,9.522031384137261e-07
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,replknet31b_b1_seq1,cnn,3.684822009660321e-05
EDP x Cost,edp,True,Full Fengshui,1,1,1,1,replknet31b_b8_seq1,cnn,0.0013838377853953227
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.042618089918087236
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.301649517154649
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.343020711743431e-06
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.00040748084553943686
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.8207068710338773
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,42.88104060348516
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Mem,0,1,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002696081120437637
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013480939696359727
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10531211351031566
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.034901672524003e-05
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009552396981677221
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.016628046472409803
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.2427278902587933
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.445093864193522e-05
EDP x Cost,edp,True,w/o Mem,0,1,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011585454752794752
EDP x Cost,edp,True,w/o Mem,0,1,1,1,mobilenet_v3_small_b1_seq1,cnn,1.842674025388191e-08
EDP x Cost,edp,True,w/o Mem,0,1,1,1,mobilenet_v3_small_b8_seq1,cnn,1.0077489710811839e-06
EDP x Cost,edp,True,w/o Mem,0,1,1,1,replknet31b_b1_seq1,cnn,6.793866555141506e-05
EDP x Cost,edp,True,w/o Mem,0,1,1,1,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.038863940398188454
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.008792922293753
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.376545212900786e-06
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004077965456992791
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.7726971463925663
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,38.22826785105346
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Batch,1,0,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002697844696274537
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0011274902567783034
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10233462378342638
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.344714387841758e-05
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009134453054740362
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.013853957298702663
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.0836057173259597
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.451653793282024e-05
EDP x Cost,edp,True,w/o Batch,1,0,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.01091381450916579
EDP x Cost,edp,True,w/o Batch,1,0,1,1,mobilenet_v3_small_b1_seq1,cnn,1.628963066319379e-08
EDP x Cost,edp,True,w/o Batch,1,0,1,1,mobilenet_v3_small_b8_seq1,cnn,9.522031384137261e-07
EDP x Cost,edp,True,w/o Batch,1,0,1,1,replknet31b_b1_seq1,cnn,3.684822009660321e-05
EDP x Cost,edp,True,w/o Batch,1,0,1,1,replknet31b_b8_seq1,cnn,0.0013838377853953227
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04230700134944125
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,3.13985318730324
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.415682580904626e-06
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004706881510570336
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.9661882781197557
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,58.48508833710131
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Tp,1,1,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0034721598032598122
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0012404136399524076
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.14043591648177361
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.325942522354318e-05
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009132598821098237
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.014673829969104931
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.3573441559329071
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.34590101119612e-05
EDP x Cost,edp,True,w/o Tp,1,1,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.010912334520725977
EDP x Cost,edp,True,w/o Tp,1,1,0,1,mobilenet_v3_small_b1_seq1,cnn,1.628963066319379e-08
EDP x Cost,edp,True,w/o Tp,1,1,0,1,mobilenet_v3_small_b8_seq1,cnn,9.522031384137261e-07
EDP x Cost,edp,True,w/o Tp,1,1,0,1,replknet31b_b1_seq1,cnn,3.684822009660321e-05
EDP x Cost,edp,True,w/o Tp,1,1,0,1,replknet31b_b8_seq1,cnn,0.0013838377853953227
