metric,framework,geomean,norm_to_full,decode_norm,decode-MoE_norm,prefill_norm,prefill-MoE_norm,cnn_norm,detail
EDP,SCAR-style,9.224634934515554e-05,inf,inf,inf,inf,inf,inf,"{""dram"": ""GDDR7"", ""chiplets"": [""eyeriss_like@glb1@pe_x_scale1@pe_y_scale1"", ""gemmini_like@glb1@pe_x_scale1@pe_y_scale1"", ""simba_like@glb1@pe_x_scale2@pe_y_scale2""]}"
EDP,Gemini-style,9.766595451468137e-05,inf,inf,inf,inf,inf,inf,"{""dram"": ""GDDR7"", ""design"": ""eyeriss_like@glb4@pe_x_scale3@pe_y_scale4""}"
